2010-05-26 23:19:56 Notice: Notice (8): Undefined variable: from in [/home/takuji/project/study/views/studies/add.ctp, line 9]
2010-05-27 08:43:02 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 08:43:15 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 08:43:15 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 08:43:15 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 08:43:27 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 08:43:27 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 08:43:28 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 09:25:22 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 09:25:22 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 09:25:22 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 09:25:25 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 09:25:25 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 09:25:25 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 09:25:27 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 09:25:27 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 09:25:27 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 09:25:36 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 09:25:36 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 09:25:36 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 09:25:42 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 09:25:42 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 09:25:42 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 09:25:46 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 09:25:46 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 09:25:46 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 09:25:55 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 09:25:55 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 09:25:55 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 09:26:38 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 09:26:38 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 09:26:38 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 09:26:40 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 09:26:40 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 09:28:06 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 09:28:06 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 09:28:07 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 09:28:07 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 09:29:10 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 09:29:10 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 09:29:10 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 09:29:12 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 09:29:12 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 09:29:12 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 09:45:13 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 09:45:13 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 09:45:13 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 09:45:16 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 09:45:16 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 09:45:18 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 09:45:18 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 09:45:19 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 09:45:19 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 20:49:21 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 20:49:21 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 20:49:21 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 20:49:22 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 20:49:22 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 20:49:22 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:01:38 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:01:38 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:01:38 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:01:50 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:01:50 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:01:50 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:20:54 Notice: Notice (8): Undefined variable: html in [/home/takuji/project/cake/cake/libs/view/helpers/text.php, line 189]
2010-05-27 21:20:54 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:20:54 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:20:54 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:22:44 Notice: Notice (8): Undefined variable: html in [/home/takuji/project/cake/cake/libs/view/helpers/text.php, line 189]
2010-05-27 21:22:44 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:22:44 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:22:44 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:25:59 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:25:59 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:25:59 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:30:52 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:30:52 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:30:52 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:30:53 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:30:53 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:30:55 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:30:55 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:30:58 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:30:58 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:32:20 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:32:21 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:32:21 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:32:49 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:32:49 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:32:49 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:34:14 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:34:14 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:34:14 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:35:24 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:35:24 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:35:24 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:36:02 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:36:02 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:37:10 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:37:10 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:37:10 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:46:22 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:46:22 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:46:22 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:46:42 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:46:43 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:46:43 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:46:45 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:46:45 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:46:45 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:47:38 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:47:38 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:47:38 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:48:15 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:48:15 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:48:15 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:48:17 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:48:17 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:48:17 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:48:33 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:48:34 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:48:34 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:48:39 Notice: Notice (8): Undefined property: SlidesController::$Study in [/home/takuji/project/study/controllers/slides_controller.php, line 37]
2010-05-27 21:49:13 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:49:13 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:49:13 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:50:29 Notice: Notice (8): Undefined variable: study_rid in [/home/takuji/project/study/controllers/studies_controller.php, line 28]
2010-05-27 21:50:29 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:50:29 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:50:29 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:52:39 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:52:39 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:52:40 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:52:56 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:52:57 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:52:57 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:52:58 Notice: Notice (8): Undefined variable: study_id in [/home/takuji/project/study/controllers/slides_controller.php, line 19]
2010-05-27 21:52:58 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:52:58 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:52:58 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:54:01 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:54:01 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:54:01 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:54:10 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:54:10 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 21:54:34 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 22:00:01 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 22:00:14 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 22:01:49 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 22:02:37 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 22:02:38 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 22:03:26 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 22:03:26 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 22:03:26 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 22:03:27 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 22:03:27 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 22:03:27 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 22:03:29 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 22:03:29 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 22:03:57 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 22:04:39 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 22:07:07 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 22:07:07 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 22:07:07 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 22:07:08 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 22:07:08 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 22:07:08 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 22:07:16 Notice: Notice (8): Undefined variable: study_rid in [/home/takuji/project/study/controllers/slides_controller.php, line 53]
2010-05-27 22:07:16 Notice: Notice (8): Undefined variable: study_rid in [/home/takuji/project/study/controllers/studies_controller.php, line 28]
2010-05-27 22:07:16 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 22:07:16 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 22:07:16 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 22:07:22 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 22:07:22 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 22:07:22 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 22:07:24 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 22:07:24 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 22:07:24 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 22:07:29 Notice: Notice (8): Undefined variable: study_rid in [/home/takuji/project/study/controllers/slides_controller.php, line 53]
2010-05-27 22:07:29 Notice: Notice (8): Undefined variable: study_rid in [/home/takuji/project/study/controllers/studies_controller.php, line 28]
2010-05-27 22:07:29 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 22:07:30 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 22:07:30 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 22:07:32 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 22:07:32 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 22:07:32 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 22:07:36 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 22:07:36 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 22:07:36 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 22:07:38 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 22:07:38 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 22:07:38 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 22:07:39 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 22:07:39 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 22:07:39 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 22:07:40 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 22:07:40 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 22:07:40 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 22:07:42 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 22:07:42 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 22:07:42 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 22:32:32 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 22:32:32 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 22:32:32 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 22:32:35 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 22:32:35 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 22:32:35 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 22:32:43 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 22:32:43 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 22:32:43 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 22:32:54 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 22:32:54 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 22:32:58 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 22:32:58 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 22:32:58 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 22:36:56 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 22:36:56 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 22:36:56 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 22:37:01 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 22:37:01 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 22:37:03 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
